5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.320000000000000000e+02,1.200000000000000000e+02,1.360000000000000000e+02,1.320000000000000000e+02,1.670000000000000000e+02,1.820000000000000000e+02,2.030000000000000000e+02,2.100000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,2.910000000000000000e+02,3.300000000000000000e+02,3.380000000000000000e+02,2.940000000000000000e+02,2.270000000000000000e+02,5.050000000000000000e+02,7.400000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.200000000000000000e+02,1.040000000000000000e+02,1.230000000000000000e+02,1.320000000000000000e+02,1.870000000000000000e+02,2.040000000000000000e+02,2.030000000000000000e+02,2.160000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,2.780000000000000000e+02,3.400000000000000000e+02,3.560000000000000000e+02,2.930000000000000000e+02,2.270000000000000000e+02,4.940000000000000000e+02,7.730000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.200000000000000000e+02,1.200000000000000000e+02,1.280000000000000000e+02,1.430000000000000000e+02,1.830000000000000000e+02,1.910000000000000000e+02,2.020000000000000000e+02,1.980000000000000000e+02,3.450000000000000000e+02,4.270000000000000000e+02,2.870000000000000000e+02,3.300000000000000000e+02,3.380000000000000000e+02,3.070000000000000000e+02,2.440000000000000000e+02,4.860000000000000000e+02,7.400000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.430000000000000000e+02,1.880000000000000000e+02,2.030000000000000000e+02,2.040000000000000000e+02,2.030000000000000000e+02,3.450000000000000000e+02,4.630000000000000000e+02,3.120000000000000000e+02,3.300000000000000000e+02,3.350000000000000000e+02,3.070000000000000000e+02,2.440000000000000000e+02,4.740000000000000000e+02,7.750000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.200000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.310000000000000000e+02,1.880000000000000000e+02,1.910000000000000000e+02,2.010000000000000000e+02,2.100000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,3.030000000000000000e+02,3.430000000000000000e+02,3.410000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,4.840000000000000000e+02,7.780000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.080000000000000000e+02,1.190000000000000000e+02,1.320000000000000000e+02,1.880000000000000000e+02,1.990000000000000000e+02,2.020000000000000000e+02,2.140000000000000000e+02,3.450000000000000000e+02,4.270000000000000000e+02,3.030000000000000000e+02,3.550000000000000000e+02,3.410000000000000000e+02,3.060000000000000000e+02,2.150000000000000000e+02,4.820000000000000000e+02,7.020000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.350000000000000000e+02,1.320000000000000000e+02,1.880000000000000000e+02,1.990000000000000000e+02,2.040000000000000000e+02,1.980000000000000000e+02,3.290000000000000000e+02,4.060000000000000000e+02,3.160000000000000000e+02,3.310000000000000000e+02,3.350000000000000000e+02,3.030000000000000000e+02,2.430000000000000000e+02,4.820000000000000000e+02,7.140000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.190000000000000000e+02,1.430000000000000000e+02,1.800000000000000000e+02,1.820000000000000000e+02,2.070000000000000000e+02,2.060000000000000000e+02,3.340000000000000000e+02,4.270000000000000000e+02,3.160000000000000000e+02,3.430000000000000000e+02,3.670000000000000000e+02,3.030000000000000000e+02,2.270000000000000000e+02,5.050000000000000000e+02,7.740000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.190000000000000000e+02,1.320000000000000000e+02,1.670000000000000000e+02,1.910000000000000000e+02,1.980000000000000000e+02,2.130000000000000000e+02,3.290000000000000000e+02,4.270000000000000000e+02,3.120000000000000000e+02,3.380000000000000000e+02,3.380000000000000000e+02,3.060000000000000000e+02,2.430000000000000000e+02,4.860000000000000000e+02,7.690000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.040000000000000000e+02,1.230000000000000000e+02,1.430000000000000000e+02,1.670000000000000000e+02,1.910000000000000000e+02,1.940000000000000000e+02,2.080000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,3.030000000000000000e+02,3.380000000000000000e+02,3.560000000000000000e+02,2.940000000000000000e+02,2.440000000000000000e+02,4.740000000000000000e+02,7.020000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.320000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+02,1.310000000000000000e+02,1.830000000000000000e+02,1.910000000000000000e+02,2.040000000000000000e+02,1.980000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,3.070000000000000000e+02,3.300000000000000000e+02,3.630000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,5.020000000000000000e+02,7.060000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.430000000000000000e+02,1.880000000000000000e+02,1.870000000000000000e+02,2.020000000000000000e+02,1.990000000000000000e+02,3.340000000000000000e+02,4.220000000000000000e+02,3.070000000000000000e+02,3.300000000000000000e+02,3.710000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,4.860000000000000000e+02,7.730000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.080000000000000000e+02,1.220000000000000000e+02,1.430000000000000000e+02,1.880000000000000000e+02,1.870000000000000000e+02,2.020000000000000000e+02,1.980000000000000000e+02,3.420000000000000000e+02,4.470000000000000000e+02,2.910000000000000000e+02,3.300000000000000000e+02,3.380000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,4.820000000000000000e+02,7.450000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.230000000000000000e+02,1.080000000000000000e+02,1.190000000000000000e+02,1.280000000000000000e+02,1.880000000000000000e+02,1.870000000000000000e+02,2.010000000000000000e+02,2.140000000000000000e+02,3.500000000000000000e+02,4.270000000000000000e+02,3.070000000000000000e+02,3.400000000000000000e+02,3.470000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,4.820000000000000000e+02,7.740000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.320000000000000000e+02,1.200000000000000000e+02,1.190000000000000000e+02,1.430000000000000000e+02,1.800000000000000000e+02,2.030000000000000000e+02,2.020000000000000000e+02,2.100000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,2.780000000000000000e+02,3.420000000000000000e+02,3.470000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,4.780000000000000000e+02,7.450000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.100000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.350000000000000000e+02,1.320000000000000000e+02,1.670000000000000000e+02,1.820000000000000000e+02,2.020000000000000000e+02,2.140000000000000000e+02,3.340000000000000000e+02,4.220000000000000000e+02,2.910000000000000000e+02,3.420000000000000000e+02,3.350000000000000000e+02,3.060000000000000000e+02,2.430000000000000000e+02,5.050000000000000000e+02,7.740000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.310000000000000000e+02,1.800000000000000000e+02,2.040000000000000000e+02,2.040000000000000000e+02,1.980000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,2.940000000000000000e+02,3.310000000000000000e+02,3.350000000000000000e+02,3.060000000000000000e+02,2.150000000000000000e+02,4.740000000000000000e+02,7.400000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.320000000000000000e+02,1.240000000000000000e+02,1.220000000000000000e+02,1.280000000000000000e+02,1.830000000000000000e+02,1.910000000000000000e+02,1.940000000000000000e+02,2.140000000000000000e+02,3.290000000000000000e+02,4.630000000000000000e+02,3.160000000000000000e+02,3.550000000000000000e+02,3.380000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,5.020000000000000000e+02,7.060000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.100000000000000000e+01,1.230000000000000000e+02,1.240000000000000000e+02,1.320000000000000000e+02,1.310000000000000000e+02,1.880000000000000000e+02,1.820000000000000000e+02,1.940000000000000000e+02,2.030000000000000000e+02,3.420000000000000000e+02,4.270000000000000000e+02,3.160000000000000000e+02,3.240000000000000000e+02,3.560000000000000000e+02,2.970000000000000000e+02,2.430000000000000000e+02,4.940000000000000000e+02,7.730000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.280000000000000000e+02,1.670000000000000000e+02,1.820000000000000000e+02,2.020000000000000000e+02,2.140000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,3.120000000000000000e+02,3.240000000000000000e+02,3.630000000000000000e+02,3.060000000000000000e+02,2.430000000000000000e+02,5.050000000000000000e+02,7.450000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.320000000000000000e+02,1.200000000000000000e+02,1.190000000000000000e+02,1.430000000000000000e+02,1.880000000000000000e+02,1.870000000000000000e+02,2.020000000000000000e+02,2.100000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,2.910000000000000000e+02,3.430000000000000000e+02,3.670000000000000000e+02,3.060000000000000000e+02,2.270000000000000000e+02,4.980000000000000000e+02,7.650000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.230000000000000000e+02,1.080000000000000000e+02,1.190000000000000000e+02,1.430000000000000000e+02,1.670000000000000000e+02,2.040000000000000000e+02,2.110000000000000000e+02,2.160000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,2.780000000000000000e+02,3.310000000000000000e+02,3.380000000000000000e+02,3.110000000000000000e+02,2.440000000000000000e+02,5.050000000000000000e+02,7.140000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.240000000000000000e+02,1.190000000000000000e+02,1.430000000000000000e+02,1.870000000000000000e+02,1.870000000000000000e+02,2.030000000000000000e+02,1.980000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,2.910000000000000000e+02,3.550000000000000000e+02,3.350000000000000000e+02,3.030000000000000000e+02,2.350000000000000000e+02,4.780000000000000000e+02,7.690000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.040000000000000000e+02,1.190000000000000000e+02,1.310000000000000000e+02,1.800000000000000000e+02,1.990000000000000000e+02,1.980000000000000000e+02,1.990000000000000000e+02,3.500000000000000000e+02,4.270000000000000000e+02,2.940000000000000000e+02,3.400000000000000000e+02,3.560000000000000000e+02,3.060000000000000000e+02,2.270000000000000000e+02,4.840000000000000000e+02,7.740000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.350000000000000000e+02,1.310000000000000000e+02,1.800000000000000000e+02,2.030000000000000000e+02,2.040000000000000000e+02,1.980000000000000000e+02,3.420000000000000000e+02,4.270000000000000000e+02,2.940000000000000000e+02,3.420000000000000000e+02,3.670000000000000000e+02,3.070000000000000000e+02,2.150000000000000000e+02,4.740000000000000000e+02,7.450000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.320000000000000000e+02,1.080000000000000000e+02,1.230000000000000000e+02,1.310000000000000000e+02,1.670000000000000000e+02,2.040000000000000000e+02,2.030000000000000000e+02,2.030000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,3.120000000000000000e+02,3.300000000000000000e+02,3.410000000000000000e+02,3.070000000000000000e+02,2.440000000000000000e+02,5.100000000000000000e+02,7.060000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.310000000000000000e+02,1.800000000000000000e+02,1.910000000000000000e+02,2.040000000000000000e+02,2.100000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,3.070000000000000000e+02,3.300000000000000000e+02,3.670000000000000000e+02,3.060000000000000000e+02,2.150000000000000000e+02,4.820000000000000000e+02,7.740000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.200000000000000000e+02,1.200000000000000000e+02,1.320000000000000000e+02,1.310000000000000000e+02,1.830000000000000000e+02,1.820000000000000000e+02,2.110000000000000000e+02,2.100000000000000000e+02,3.420000000000000000e+02,4.060000000000000000e+02,2.910000000000000000e+02,3.310000000000000000e+02,3.380000000000000000e+02,2.940000000000000000e+02,2.180000000000000000e+02,4.940000000000000000e+02,7.450000000000000000e+02
5.200000000000000000e+01,9.200000000000000000e+01,7.600000000000000000e+01,1.320000000000000000e+02,1.240000000000000000e+02,1.190000000000000000e+02,1.310000000000000000e+02,1.670000000000000000e+02,1.910000000000000000e+02,2.040000000000000000e+02,2.100000000000000000e+02,3.290000000000000000e+02,4.470000000000000000e+02,2.910000000000000000e+02,3.460000000000000000e+02,3.380000000000000000e+02,3.060000000000000000e+02,2.430000000000000000e+02,4.980000000000000000e+02,7.650000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,1.200000000000000000e+02,1.040000000000000000e+02,1.350000000000000000e+02,1.430000000000000000e+02,1.870000000000000000e+02,1.910000000000000000e+02,2.040000000000000000e+02,1.980000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,3.030000000000000000e+02,3.300000000000000000e+02,3.710000000000000000e+02,3.110000000000000000e+02,2.350000000000000000e+02,4.820000000000000000e+02,7.740000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.040000000000000000e+02,1.190000000000000000e+02,1.320000000000000000e+02,1.800000000000000000e+02,2.030000000000000000e+02,2.020000000000000000e+02,2.080000000000000000e+02,3.420000000000000000e+02,4.270000000000000000e+02,3.030000000000000000e+02,3.300000000000000000e+02,3.380000000000000000e+02,3.060000000000000000e+02,2.270000000000000000e+02,4.840000000000000000e+02,7.730000000000000000e+02
5.200000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,1.230000000000000000e+02,1.200000000000000000e+02,1.360000000000000000e+02,1.430000000000000000e+02,1.670000000000000000e+02,2.030000000000000000e+02,2.110000000000000000e+02,1.980000000000000000e+02,3.340000000000000000e+02,4.060000000000000000e+02,3.120000000000000000e+02,3.240000000000000000e+02,3.410000000000000000e+02,3.060000000000000000e+02,2.440000000000000000e+02,4.740000000000000000e+02,7.400000000000000000e+02
